host_id,hostname,dist_pc,st_teff_k,st_rad_rsun,st_mass_msun,st_lum_log,st_logg,st_met_dex,st_spectype,spectral_class,hr_region,n_stars,n_planets
3639,OGLE-2012-BLG-0838L,6320.0,5502.5,1.42487,0.4,0.31745,,,Unknown,Unknown,Unknown,1,1
3640,OGLE-2012-BLG-0950L,2600.0,5502.5,1.42487,0.57,0.31745,,,M V,M,Unknown,1,1
3641,OGLE-2013-BLG-0102L,3040.0,5502.5,1.42487,0.096,0.31745,,,Unknown,Unknown,Unknown,1,1
3642,OGLE-2013-BLG-0132L,3900.0,5502.5,1.42487,0.54,0.31745,,,Unknown,Unknown,Unknown,1,1
3643,OGLE-2013-BLG-0341L B,911.0,5502.5,1.42487,0.1127,0.31745,,,Unknown,Unknown,Unknown,2,1
3644,OGLE-2013-BLG-0911L,3220.0,5502.5,1.42487,0.29,0.31745,,,Unknown,Unknown,Unknown,1,1
3645,OGLE-2013-BLG-1721L,6300.0,5502.5,1.42487,0.46,0.31745,,,Unknown,Unknown,Unknown,1,1
3646,OGLE-2013-BLG-1761L,6900.0,5502.5,1.42487,0.33,0.31745,,,Unknown,Unknown,Unknown,1,1
3647,OGLE-2014-BLG-0124L,3500.0,5502.5,1.42487,0.9,0.31745,,,Unknown,Unknown,Unknown,1,1
3648,OGLE-2014-BLG-0221L,3680.0,5502.5,1.42487,0.69,0.31745,,,Unknown,Unknown,Unknown,1,1
3649,OGLE-2014-BLG-0319L,7730.0,5502.5,1.42487,0.52,0.31745,,,M,M,Unknown,1,1
3650,OGLE-2014-BLG-0676L,2670.0,5502.5,1.42487,0.73,0.31745,,,Unknown,Unknown,Unknown,1,1
3651,OGLE-2014-BLG-1722L,6400.0,5502.5,1.42487,0.4,0.31745,,,Unknown,Unknown,Unknown,1,2
3652,OGLE-2014-BLG-1760L,7056.0,5502.5,1.42487,0.803,0.31745,,,K,K,Unknown,1,1
3653,OGLE-2015-BLG-0051L,8200.0,5502.5,1.42487,0.1,0.31745,,,Unknown,Unknown,Unknown,1,1
3654,OGLE-2015-BLG-0954L,1200.0,5502.5,1.42487,0.3,0.31745,,,Unknown,Unknown,Unknown,1,1
3655,OGLE-2015-BLG-0966L,3300.0,5502.5,1.42487,0.38,0.31745,,,Unknown,Unknown,Unknown,1,1
3656,OGLE-2015-BLG-1609L,3300.0,5502.5,1.42487,0.17,0.31745,,,Unknown,Unknown,Unknown,1,1
3657,OGLE-2015-BLG-1649L,4230.0,5502.5,1.42487,0.34,0.31745,,,Unknown,Unknown,Unknown,1,1
3658,OGLE-2015-BLG-1670L,6700.0,5502.5,1.42487,0.55,0.31745,,,Unknown,Unknown,Unknown,1,1
3659,OGLE-2015-BLG-1771L,7070.0,5502.5,1.42487,0.077,0.31745,,,Unknown,Unknown,Unknown,1,1
3660,OGLE-2016-BLG-0007L,4300.0,5502.5,1.42487,0.59,0.31745,,,Unknown,Unknown,Unknown,1,1
3661,OGLE-2016-BLG-0263L,6500.0,5502.5,1.42487,0.13,0.31745,,,Unknown,Unknown,Unknown,1,1
3662,OGLE-2016-BLG-0613L AB,3410.0,5502.5,1.42487,0.72,0.31745,,,Unknown,Unknown,Unknown,2,1
3663,OGLE-2016-BLG-1067L,3730.0,5502.5,1.42487,0.3,0.31745,,,Unknown,Unknown,Unknown,1,1
3664,OGLE-2016-BLG-1093L,8120.0,5502.5,1.42487,0.46,0.31745,,,Unknown,Unknown,Unknown,1,1
3665,OGLE-2016-BLG-1190L,6770.0,5502.5,1.42487,0.88,0.31745,,,Unknown,Unknown,Unknown,1,1
3666,OGLE-2016-BLG-1195L,3910.0,5502.5,1.42487,0.078,0.31745,,,Unknown,Unknown,Unknown,1,1
3667,OGLE-2016-BLG-1227L,,5502.5,1.42487,0.1,0.31745,,,Unknown,Unknown,Unknown,1,1
3668,OGLE-2016-BLG-1598L,5910.0,5502.5,1.42487,0.55,0.31745,,,Unknown,Unknown,Unknown,1,1
3669,OGLE-2016-BLG-1800L,6480.0,5502.5,1.42487,0.41,0.31745,,,Unknown,Unknown,Unknown,1,1
3670,OGLE-2017-BLG-0173L,4705.0,5502.5,1.42487,0.396,0.31745,,,Unknown,Unknown,Unknown,1,1
3671,OGLE-2017-BLG-0364L,7860.0,5502.5,1.42487,0.49,0.31745,,,Unknown,Unknown,Unknown,1,1
3672,OGLE-2017-BLG-0373L,5915.0,5502.5,1.42487,0.248,0.31745,,,Unknown,Unknown,Unknown,1,1
3673,OGLE-2017-BLG-0406L,5200.0,5502.5,1.42487,0.56,0.31745,,,Unknown,Unknown,Unknown,1,1
3674,OGLE-2017-BLG-0448L,7530.0,5502.5,1.42487,0.5,0.31745,,,Unknown,Unknown,Unknown,1,1
3675,OGLE-2017-BLG-0482L,5800.0,5502.5,1.42487,0.2,0.31745,,,Unknown,Unknown,Unknown,1,1
3676,OGLE-2017-BLG-0604L,3950.0,5502.5,1.42487,0.7,0.31745,,,Unknown,Unknown,Unknown,1,1
3677,OGLE-2017-BLG-0640L,6630.0,5502.5,1.42487,0.32,0.31745,,,Unknown,Unknown,Unknown,1,1
3678,OGLE-2017-BLG-1049L,5670.0,5502.5,1.42487,0.55,0.31745,,,Unknown,Unknown,Unknown,1,1
3679,OGLE-2017-BLG-1099L,7250.0,5502.5,1.42487,0.45,0.31745,,,Unknown,Unknown,Unknown,1,1
3680,OGLE-2017-BLG-1140L,,5502.5,1.42487,0.211,0.31745,,,Unknown,Unknown,Unknown,1,1
3681,OGLE-2017-BLG-1237L,6030.0,5502.5,1.42487,0.46,0.31745,,,Unknown,Unknown,Unknown,1,1
3682,OGLE-2017-BLG-1275L,7690.0,5502.5,1.42487,0.63,0.31745,,,Unknown,Unknown,Unknown,1,1
3683,OGLE-2017-BLG-1375L,3930.0,5502.5,1.42487,0.81,0.31745,,,Unknown,Unknown,Unknown,1,1
3684,OGLE-2017-BLG-1434L,860.0,5502.5,1.42487,0.234,0.31745,,,Unknown,Unknown,Unknown,1,1
3685,OGLE-2017-BLG-1691L,7290.0,5502.5,1.42487,0.45,0.31745,,,Unknown,Unknown,Unknown,1,1
3686,OGLE-2017-BLG-1806L,6400.0,5502.5,1.42487,0.38,0.31745,,,Unknown,Unknown,Unknown,1,1
3687,OGLE-2018-BLG-0298L,6540.0,5502.5,1.42487,0.69,0.31745,,,Unknown,Unknown,Unknown,1,1
3688,OGLE-2018-BLG-0383L,7700.0,5502.5,1.42487,0.1,0.31745,,,Unknown,Unknown,Unknown,1,1
3689,OGLE-2018-BLG-0506L,5600.0,5502.5,1.42487,0.63,0.31745,,,Unknown,Unknown,Unknown,1,1
3690,OGLE-2018-BLG-0516L,7000.0,5502.5,1.42487,0.47,0.31745,,,Unknown,Unknown,Unknown,1,1
3691,OGLE-2018-BLG-0532L,773.0,5502.5,1.42487,0.195,0.31745,,,Unknown,Unknown,Unknown,1,1
3692,OGLE-2018-BLG-0567L,7060.0,5502.5,1.42487,0.25,0.31745,,,Unknown,Unknown,Unknown,1,1
3693,OGLE-2018-BLG-0596L,5650.0,5502.5,1.42487,0.231,0.31745,,,Unknown,Unknown,Unknown,1,1
3694,OGLE-2018-BLG-0677L,7580.0,5502.5,1.42487,0.12,0.31745,,,Unknown,Unknown,Unknown,1,1
3695,OGLE-2018-BLG-0740L,3200.0,5912.0,1.42487,1.0,0.31745,4.5,-0.24,G V,G,Main_Sequence_Cool,1,1
3696,OGLE-2018-BLG-0799L,4050.0,5502.5,1.42487,0.093,0.31745,,,Unknown,Unknown,Unknown,1,1
3697,OGLE-2018-BLG-0932L,6620.0,5502.5,1.42487,0.72,0.31745,,,Unknown,Unknown,Unknown,1,1
3698,OGLE-2018-BLG-0962L,6500.0,5502.5,1.42487,0.54,0.31745,,,Unknown,Unknown,Unknown,1,1
3699,OGLE-2018-BLG-0977L,6500.0,5502.5,1.42487,0.47,0.31745,,,Unknown,Unknown,Unknown,1,1
3700,OGLE-2018-BLG-1011L,7100.0,5502.5,1.42487,0.18,0.31745,,,Unknown,Unknown,Unknown,1,2
3701,OGLE-2018-BLG-1119L,5760.0,5502.5,1.42487,0.48,0.31745,,,Unknown,Unknown,Unknown,1,1
3702,OGLE-2018-BLG-1126L,5700.0,5502.5,1.42487,0.69,0.31745,,,Unknown,Unknown,Unknown,1,1
3703,OGLE-2018-BLG-1185L,7400.0,5502.5,1.42487,0.37,0.31745,,,Unknown,Unknown,Unknown,1,1
3704,OGLE-2018-BLG-1212L,1550.0,5502.5,1.42487,0.16,0.31745,,,Unknown,Unknown,Unknown,1,1
3705,OGLE-2018-BLG-1269L,2510.0,5502.5,1.42487,1.11,0.31745,,,Unknown,Unknown,Unknown,1,1
3706,OGLE-2018-BLG-1367L,5370.0,5502.5,1.42487,0.28,0.31745,,,Unknown,Unknown,Unknown,1,1
3707,OGLE-2018-BLG-1428L,6220.0,5502.5,1.42487,0.43,0.31745,,,Unknown,Unknown,Unknown,1,1
3708,OGLE-2018-BLG-1647L,7880.0,5502.5,1.42487,0.092,0.31745,,,Unknown,Unknown,Unknown,1,1
3709,OGLE-2018-BLG-1700L,7600.0,5502.5,1.42487,0.42,0.31745,,,Unknown,Unknown,Unknown,2,1
3710,OGLE-2019-BLG-0249L,6370.0,5502.5,1.42487,0.91,0.31745,,,Unknown,Unknown,Unknown,1,1
3711,OGLE-2019-BLG-0299L,5830.0,5502.5,1.42487,0.59,0.31745,,,Unknown,Unknown,Unknown,1,1
3712,OGLE-2019-BLG-0304L,6980.0,5502.5,1.42487,0.27,0.31745,,,Unknown,Unknown,Unknown,2,1
3713,OGLE-2019-BLG-0362L,5830.0,5502.5,1.42487,0.42,0.31745,,,Unknown,Unknown,Unknown,1,1
3714,OGLE-2019-BLG-0468L,4400.0,5502.5,1.42487,0.92,0.31745,,,G,G,Unknown,1,2
3715,OGLE-2019-BLG-0679L,5630.0,5502.5,1.42487,0.66,0.31745,,,Unknown,Unknown,Unknown,1,1
3716,OGLE-2019-BLG-0954L,3630.0,5502.5,1.42487,0.8,0.31745,,,Unknown,Unknown,Unknown,1,1
3717,OGLE-2019-BLG-0960L,980.0,5502.5,1.42487,0.5,0.31745,,,Unknown,Unknown,Unknown,1,1
3718,OGLE-2019-BLG-1053L,6800.0,5502.5,1.42487,0.61,0.31745,,,Unknown,Unknown,Unknown,1,1
3719,OGLE-2019-BLG-1180L,6070.0,5502.5,1.42487,0.545,0.31745,,,Unknown,Unknown,Unknown,1,1
3720,OGLE-2019-BLG-1470L A,5900.0,5502.5,1.42487,0.57,0.31745,,,Unknown,Unknown,Unknown,2,1
3721,OGLE-2019-BLG-1492L,5600.0,5502.5,1.42487,0.68,0.31745,,,Unknown,Unknown,Unknown,1,1
3722,OGLE-2023-BLG-0836L,5120.0,5502.5,1.42487,0.71,0.31745,,,Unknown,Unknown,Unknown,2,1
3723,OGLE-TR-10,1344.97,5950.0,1.17,1.14,0.188,4.358,0.28,G2 V,G,Main_Sequence_Cool,1,1
3724,OGLE-TR-111,1068.33,5040.0,0.83,0.82,-0.33862,4.536,0.19,K2 V,K,Main_Sequence_Cool,1,1
3725,OGLE-TR-113,566.459,4790.0,0.774,0.779,-0.529,4.552,0.09,K4 V,K,Main_Sequence_Cool,1,1
3726,OGLE-TR-132,2012.62,6210.0,1.32,1.305,0.371,4.313,0.37,F5 V,F,Main_Sequence_Hot,1,1
3727,OGLE-TR-182,2501.75,5924.0,1.14,1.14,0.24059,4.47,0.37,Unknown,Unknown,Main_Sequence_Cool,1,1
3728,OGLE-TR-211,1515.26,6325.0,1.64,1.33,0.26657,4.22,0.11,Unknown,Unknown,Main_Sequence_Hot,1,1
3729,OGLE-TR-56,282.83913869,6050.0,1.363,1.228,0.35,4.258,0.25,F8 V,F,Main_Sequence_Hot,1,1
3730,OGLE2-TR-L9,1627.63,6933.0,1.53,1.52,0.51197,4.25,-0.05,Unknown,Unknown,Main_Sequence_Hot,1,1
3731,PDS 70,113.064,4109.0,1.26,0.982,-0.45593,4.23,-0.11,K7,K,Main_Sequence_Cool,1,2
3732,PH1,1033.16,6407.0,1.734,1.528,0.66,4.14,0.21,F,F,Main_Sequence_Hot,4,1
3733,PH2,343.863,5734.0,0.949,0.966,-0.05849,4.47,0.017,G3,G,Main_Sequence_Cool,1,1
3734,POTS-1,747.959,4400.0,0.588,0.695,-1.0869,4.63,-0.03,K5 V,K,Main_Sequence_Cool,1,1
3735,PSR B0329+54,504.93312058,,,1.44,,,,Unknown,Unknown,Unknown,1,1
3736,PSR B1257+12,600.0,,,1.4,,,,Unknown,Unknown,Unknown,1,3
3737,PSR B1620-26,,,,1.35,,,,Unknown,Unknown,Unknown,2,1
3738,PSR J2322-2650,230.0,,,1.4,,,,Unknown,Unknown,Unknown,1,1
3739,PZ Tel,47.0648,5169.0,1.25646,1.36,0.00662,4.18425,,G9 IV,G,Main_Sequence_Cool,1,1
3740,Pr0201,180.64,6174.0,1.15,1.24,0.24469,4.41,0.19,Unknown,Unknown,Main_Sequence_Hot,1,1
3741,Pr0211,182.714,5300.0,0.827,0.935,-0.33603,4.51,0.18,Unknown,Unknown,Main_Sequence_Cool,2,2
3742,Proxima Cen,1.30119,2900.0,0.141,0.1221,-2.82102,5.16372,,M5.5 V,M,Main_Sequence_Cool,3,2
3743,Qatar-1,185.615,5013.0,0.803,0.838,-0.43771,4.552,0.171,Unknown,Unknown,Main_Sequence_Cool,1,1
3744,Qatar-10,559.068,6124.0,1.254,1.156,0.29951,4.303,0.016,F7 V,F,Main_Sequence_Hot,1,1
3745,Qatar-2,181.374,4645.0,0.776,0.743,-0.6832,4.53,0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
3746,Qatar-3,735.601,6007.0,1.272,1.145,0.27875,4.286,-0.041,G0 V,G,Main_Sequence_Hot,1,1
3747,Qatar-4,329.036,5215.0,0.849,0.896,-0.31785,4.533,0.103,K1 V,K,Main_Sequence_Cool,1,1
3748,Qatar-5,367.658,5747.0,1.076,1.128,0.05614,4.427,0.377,G2 V,G,Main_Sequence_Cool,1,1
3749,Qatar-6,100.848,5052.0,0.722,0.822,-0.51428,4.636,-0.025,K2 V,K,Main_Sequence_Cool,2,1
3750,Qatar-7,705.981,6387.0,1.564,1.409,0.56348,4.196,0.276,F4 V,F,Main_Sequence_Hot,1,1
3751,Qatar-8,281.498,5738.0,1.315,1.029,0.22789,4.214,0.025,G0 V,G,Main_Sequence_Cool,1,1
3752,Qatar-9,213.771,4309.0,0.696,0.719,-0.82102,4.61,0.252,K5 V,K,Main_Sequence_Cool,1,1
3753,ROXs 12,136.65,3850.0,1.06627,0.87,-0.79013,4.06718,0.14,M0,M,Main_Sequence_Cool,2,1
3754,ROXs 42 B,143.59,3433.0,1.33658,1.0,-0.79156,,,M0,M,Unknown,2,1
3755,RR Cae,21.1916,3904.0,0.193119,0.44,-2.10762,5.07662,,M,M,Main_Sequence_Cool,2,1
3756,Ross 128,3.37454,3192.0,0.1967,0.168,-2.44129,5.04705,-0.02,M4,M,Main_Sequence_Cool,1,1
3757,Ross 176,46.4488,4041.0,0.569,0.577,-1.10891,5.07,-0.19,K7 V,K,Main_Sequence_Cool,1,1
3758,Ross 458,11.5094,3965.42,0.562566,0.556419,-1.29769,4.68312,,M2,M,Main_Sequence_Cool,2,1
3759,Ross 508,11.2103,3071.0,0.2113,0.1774,-2.44503,5.039,-0.2,M4.5 V,M,Main_Sequence_Cool,1,1
3760,SPECULOOS-3,,2800.0,0.123,0.1009,-3.07831,5.265,0.07,M6.5+/-0.5,M,Main_Sequence_Cool,1,1
3761,SR 12 AB,112.31721584,3828.93,1.103075,1.0,-0.62778,,,Unknown,Unknown,Unknown,2,1
3762,SWEEPS-11,8500.0,5596.5,1.45,1.1,-0.108375,,,Unknown,Unknown,Unknown,1,1
3763,SWEEPS-4,8500.0,5596.5,1.18,1.24,-0.108375,,,Unknown,Unknown,Unknown,1,1
3764,TAP 26,121.402,4620.0,1.17,1.04,-0.25,4.5,-0.1992,Unknown,Unknown,Main_Sequence_Cool,1,1
3765,TCP J05074264+2447555,505.0,5805.0,1.42487,0.586,0.31745,4.14755,,Unknown,Unknown,Main_Sequence_Cool,1,1
3766,TIC 139270665,189.875,5844.0,1.016,1.035,0.03222,4.439,0.156,G2,G,Main_Sequence_Cool,1,2
3767,TIC 172900988 Aa,250.956,6050.0,1.3842,1.2384,0.67103,4.2485,0.34,F9,F,Main_Sequence_Hot,2,1
3768,TIC 237913194,306.063,5788.0,1.088,1.026,0.07773,4.376,0.14,G3,G,Main_Sequence_Cool,1,1
3769,TIC 241249530,324.448,6166.0,1.397,1.271,0.40824,4.23,0.09,Unknown,Unknown,Main_Sequence_Hot,2,1
3770,TIC 257060897,505.703,5993.0,1.863,1.187,0.60531,3.972,0.054,F,F,Subgiant,1,1
3771,TIC 279401253,285.584,5951.0,1.06,1.13,0.09691,4.438,0.2,Unknown,Unknown,Main_Sequence_Cool,1,2
3772,TIC 365102760,555.546,4900.0,3.13,1.17,0.707,3.52,0.09,Unknown,Unknown,Subgiant,1,1
3773,TIC 393818343,93.7345,5756.0,1.086,1.082,0.06744,4.402,0.318,G0,G,Main_Sequence_Cool,2,1
3774,TIC 434398831,217.011,5638.0,0.909,0.992,-0.14351,4.42,-0.081,G4 V,G,Main_Sequence_Cool,1,2
3775,TIC 46432937,90.5369,3572.0,0.5299,0.563,-1.3851,4.74,0.323,Unknown,Unknown,Main_Sequence_Cool,1,1
3776,TIC 4672985,253.385,5757.0,1.15,1.01,0.11394,4.32,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
3777,TIC 88785435,122.386,3998.0,0.911,0.724,-0.69596,4.19,-0.08,K7 V,K,Main_Sequence_Cool,1,1
3778,TOI-1011,52.62,5475.0,0.92,0.91,-0.1549,4.5,0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
3779,TOI-1052,129.804,6146.0,1.264,1.204,0.38373,4.3,0.14,Unknown,Unknown,Main_Sequence_Hot,1,2
3780,TOI-1054,88.4343,6122.0,1.17,1.14,0.23193,4.30881,,Unknown,Unknown,Main_Sequence_Hot,1,1
3781,TOI-1062,82.1733,5328.0,0.84,0.94,-0.27446,4.55,0.14,G9 V,G,Main_Sequence_Cool,1,2
3782,TOI-1064,68.0726,4734.0,0.726,0.748,-0.62342,4.6,0.05,Unknown,Unknown,Main_Sequence_Cool,1,2
3783,TOI-1075,61.4592,3875.0,0.581,0.604,-1.14436,4.69,-0.08,K9 V/M0 V,K,Main_Sequence_Cool,1,1
3784,TOI-1080,25.559,3065.0,0.2019,0.1667,-2.48945,5.049,-0.09,M4.0&plusmn;1.0 V,M,Main_Sequence_Cool,1,1
3785,TOI-1107,281.314,6311.0,1.81,1.35,0.67117,4.05,-0.1,F6 V,F,Main_Sequence_Hot,1,1
3786,TOI-1117,167.598,5635.0,1.05,0.97,-0.4437,4.41,0.136,G5 V,G,Main_Sequence_Cool,1,3
3787,TOI-1130,58.2609,4360.0,0.697,0.745,-0.85387,4.55,0.11,K6-K7,K,Main_Sequence_Cool,1,2
3788,TOI-1135,114.048,6320.0,1.202,1.119,0.31806,4.328,-0.039,G0,G,Main_Sequence_Hot,1,1
3789,TOI-1136,84.5362,5770.0,0.968,1.022,-0.02687,4.47,0.07,Unknown,Unknown,Main_Sequence_Cool,1,6
3790,TOI-1173,132.353,5350.0,0.934,0.911,-0.16877,4.45,0.139,G9,G,Main_Sequence_Cool,2,1
3791,TOI-1174,94.6375,5030.0,0.76,0.85,-0.4034,4.573,-0.002,Unknown,Unknown,Main_Sequence_Cool,1,1
3792,TOI-1180,72.0238,4738.0,0.73,0.75,-0.57675,4.587,0.067,Unknown,Unknown,Main_Sequence_Cool,1,1
3793,TOI-1181,302.819,6054.0,1.961,1.467,0.64246,4.02,0.38,F9 IV,F,Main_Sequence_Hot,1,1
3794,TOI-1184,58.5946,4534.0,0.69,0.71,-0.70115,4.612,0.017,Unknown,Unknown,Main_Sequence_Cool,1,1
3795,TOI-1194,149.667,5394.0,0.9608,0.9835,-0.1512,4.463,0.348,Unknown,Unknown,Main_Sequence_Cool,1,1
3796,TOI-1199,248.427,5710.0,1.45,1.23,0.30428,4.19,0.44,Unknown,Unknown,Main_Sequence_Cool,1,1
3797,TOI-1201,37.8871,3476.0,0.508,0.512,-1.46852,4.8,0.05,M2.0 V,M,Main_Sequence_Cool,2,1
3798,TOI-1203,64.9943,5737.0,1.179,0.886,0.12977,4.34,-0.39,G3 V,G,Main_Sequence_Cool,1,4
3799,TOI-122,62.118,3403.0,0.334,0.312,-1.85387,4.88,,M3 V,M,Main_Sequence_Cool,1,1
3800,TOI-1221,138.411,5592.0,1.031,0.93,-0.01689,4.38,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
3801,TOI-1224,37.3312,3326.0,0.404,0.4,-1.6968,4.893,,Unknown,Unknown,Main_Sequence_Cool,1,2
3802,TOI-1227,100.641,3072.0,0.56,0.17,-2.60033,4.438,,M4.5V-M5V,M,Main_Sequence_Cool,1,1
3803,TOI-1230,143.138,5696.0,1.15281,1.14,0.21468,4.26563,,Unknown,Unknown,Main_Sequence_Cool,1,1
3804,TOI-1231,27.6227,3553.0,0.476,0.485,-1.48678,4.767,0.041,M3 V,M,Main_Sequence_Cool,1,1
3805,TOI-1235,39.6345,3997.0,0.619,0.63,-1.05404,4.64,0.33,M0.5 V,M,Main_Sequence_Cool,1,1
3806,TOI-1238,70.7145,4089.0,0.58,0.59,-1.08249,4.63,0.31,K7/M0,K,Main_Sequence_Cool,1,2
3807,TOI-1243,43.1865,3515.0,0.511,0.515,-1.44551,4.73,-0.2,M2.0 V,M,Main_Sequence_Cool,1,1
3808,TOI-1244,102.551,4599.0,0.721,0.73,-0.62893,4.595,0.034,Unknown,Unknown,Main_Sequence_Cool,1,1
3809,TOI-1246,169.422,5213.0,0.8649,0.8889,-0.30103,4.51,0.168,K V,K,Main_Sequence_Cool,1,4
3810,TOI-1248,168.735,5205.0,0.8686,0.9042,-0.30016,4.515,0.223,Unknown,Unknown,Main_Sequence_Cool,1,1
3811,TOI-1249,139.49,5497.0,0.9785,1.0062,-0.10127,4.457,0.297,Unknown,Unknown,Main_Sequence_Cool,1,1
3812,TOI-125,111.059,5320.0,0.848,0.859,-0.28483,4.516,-0.02,K0 V,K,Main_Sequence_Cool,1,3
3813,TOI-1259 A,118.106,4775.0,0.711,0.744,-0.58996,4.605,-0.5,Unknown,Unknown,Main_Sequence_Cool,2,1
3814,TOI-1260,73.5977,4227.0,0.672,0.679,-0.88941,4.57,-0.1,K6 V,K,Main_Sequence_Cool,1,3
3815,TOI-1266,36.0118,3563.0,0.4232,0.437,-1.58021,4.826,-0.109,M2,M,Main_Sequence_Cool,1,3
3816,TOI-1268,109.557,5300.0,0.92,0.96,-0.28785,4.55,0.36,K1-K2,K,Main_Sequence_Cool,1,1
3817,TOI-1269,172.138,5499.0,0.8521,0.9027,-0.21968,4.531,-0.049,Unknown,Unknown,Main_Sequence_Cool,1,1
3818,TOI-1272,137.572,5065.0,0.7934,0.8772,-0.42597,4.582,0.182,Unknown,Unknown,Main_Sequence_Cool,1,2
3819,TOI-1273,177.118,5690.0,1.06,1.06,0.02938,4.37,0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
3820,TOI-1278,75.5759,3799.0,0.573,0.54,-1.21183,4.68,-0.01,M0 V,M,Main_Sequence_Cool,1,1
3821,TOI-1279,107.055,5457.0,0.8426,0.8784,-0.24336,4.529,-0.079,Unknown,Unknown,Main_Sequence_Cool,1,1
3822,TOI-128,68.4727,6086.0,1.13,0.851969,0.18874,4.26269,,Unknown,Unknown,Main_Sequence_Hot,1,1
3823,TOI-1288,114.865,5388.0,0.9583,0.9552,-0.1549,4.453,0.257,G V,G,Main_Sequence_Cool,1,2
3824,TOI-1294,332.648,5718.0,1.5566,1.1578,0.36847,4.119,0.283,Unknown,Unknown,Main_Sequence_Cool,1,2
3825,TOI-1295,388.227,6280.0,1.7,1.38,0.58659,4.1,0.26,F,F,Main_Sequence_Hot,1,1
3826,TOI-1296,323.265,5567.0,1.7031,1.1576,0.40157,4.035,0.405,Unknown,Unknown,Main_Sequence_Cool,1,1
3827,TOI-1298,319.036,5752.0,1.4536,1.2187,0.32056,4.194,0.397,Unknown,Unknown,Main_Sequence_Cool,1,1
3828,TOI-1301,90.8693,4820.0,0.732,0.77,-0.59857,4.6,,Unknown,Unknown,Main_Sequence_Cool,1,1
3829,TOI-132,163.678,5397.0,0.9,0.97,-0.22185,4.48,0.16,G8 V,G,Main_Sequence_Cool,1,1
3830,TOI-1333,200.492,6274.0,1.925,1.464,0.71349,4.034,0.119,Unknown,Unknown,Main_Sequence_Hot,2,1
3831,TOI-1338 A,399.017,5723.2,1.313,1.0936,0.32898,4.0,0.01,F8,F,Subgiant,2,2
3832,TOI-1346,115.45,5099.0,0.78,0.82,-0.47288,4.61,-0.01,Unknown,Unknown,Main_Sequence_Cool,1,2
3833,TOI-1347,147.476,5464.0,0.83,0.913,-0.25964,4.64,0.04,Unknown,Unknown,Main_Sequence_Cool,1,2
3834,TOI-1386,146.858,5735.0,1.0235,1.0363,0.0103,4.431,0.149,G5V,G,Main_Sequence_Cool,1,2
3835,TOI-139,42.4061,4570.0,0.7007,0.69,-0.77842,4.705,-0.238,Unknown,Unknown,Main_Sequence_Cool,1,1
3836,TOI-1408,139.484,6117.0,1.53,1.312,0.47129,4.1,0.25,F8 V,F,Main_Sequence_Hot,1,2
3837,TOI-1410,72.7512,4635.0,0.7558,0.7941,-0.6216,4.579,0.328,Unknown,Unknown,Main_Sequence_Cool,1,2
3838,TOI-1411,32.4778,4115.0,0.614,0.6045,-1.01323,4.64,0.012,Unknown,Unknown,Main_Sequence_Cool,1,1
3839,TOI-1416,55.0135,4884.0,0.793,0.798,-0.46008,4.52,0.08,G9 V,G,Main_Sequence_Cool,1,1
3840,TOI-1420,201.918,5510.0,0.923,0.987,-0.15181,4.502,0.28,Unknown,Unknown,Main_Sequence_Cool,1,1
3841,TOI-1422,155.141,5840.0,1.019,0.9903,0.04766,4.412,-0.028,G2 V,G,Main_Sequence_Cool,1,2
3842,TOI-1431,148.925,7690.0,1.92,1.9,1.06819,4.15,0.09,Am C,A,Main_Sequence_Hot,1,1
3843,TOI-1437,103.297,6008.0,1.17,1.1,0.28466,4.26,-0.4924,Unknown,Unknown,Main_Sequence_Hot,1,1
3844,TOI-1438,110.513,5230.0,0.82,0.876,-0.34679,4.5,0.03,K0 V,K,Main_Sequence_Cool,1,2
3845,TOI-1439,230.306,5841.0,1.6184,1.2313,0.44091,4.106,0.226,Unknown,Unknown,Main_Sequence_Cool,1,1
3846,TOI-1442,41.1659,3330.0,0.31,0.29,-1.97722,4.92,,Unknown,Unknown,Main_Sequence_Cool,1,1
3847,TOI-1443,85.8034,5224.0,0.7511,0.7663,-0.42022,4.564,-0.294,Unknown,Unknown,Main_Sequence_Cool,1,1
3848,TOI-1444,125.463,5460.0,0.9105,0.9513,-0.17587,4.496,0.146,G,G,Main_Sequence_Cool,1,1
3849,TOI-1448,73.3345,3412.0,0.38,0.372,-1.75498,4.849,0.37,Unknown,Unknown,Main_Sequence_Cool,1,1
3850,TOI-1450 A,22.4467,3437.0,0.483,0.48,-1.56499,4.76,-0.12,M3.0 V,M,Main_Sequence_Cool,2,2
3851,TOI-1451,91.9362,5801.0,1.0162,1.0022,0.02449,4.424,0.019,Unknown,Unknown,Main_Sequence_Cool,1,1
3852,TOI-1452,30.5212,3185.0,0.275,0.249,-2.1549,4.95,-0.07,M4 +/- 0.5 V,M,Main_Sequence_Cool,2,1
3853,TOI-1453,78.7415,4975.0,0.72,0.715,-0.57539,4.576,-0.31,Unknown,Unknown,Main_Sequence_Cool,2,2
