host_id,hostname,dist_pc,st_teff_k,st_rad_rsun,st_mass_msun,st_lum_log,st_logg,st_met_dex,st_spectype,spectral_class,hr_region,n_stars,n_planets
2281,Kepler-1633,1114.91,6256.0,1.32,1.2,0.64606,4.27,0.02,Unknown,Unknown,Main_Sequence_Hot,1,1
2282,Kepler-1634,617.339,5474.0,0.89,0.92,-0.26507,4.51,0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2283,Kepler-1635,1069.45,5347.0,0.85,0.89,-0.27981,4.53,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2284,Kepler-1636,1947.54,5797.0,1.02,1.01,0.23674,4.43,0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
2285,Kepler-1637,567.187,5789.0,1.02,1.02,0.0229,4.43,0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
2286,Kepler-1638,1525.52,5710.0,0.95,0.97,-0.114,4.47,-0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
2287,Kepler-1639,1031.31,6150.0,1.18,1.12,0.14514,4.34,-0.03,Unknown,Unknown,Main_Sequence_Hot,1,1
2288,Kepler-164,890.758,5888.0,1.148,1.036,0.11291,4.331,0.0,Unknown,Unknown,Main_Sequence_Cool,1,4
2289,Kepler-1640,1859.78,6324.0,1.43,1.27,0.47,4.23,0.1,Unknown,Unknown,Main_Sequence_Hot,1,1
2290,Kepler-1641,860.37,6152.0,1.19,1.12,0.13083,4.34,-0.02,Unknown,Unknown,Main_Sequence_Hot,1,2
2291,Kepler-1642,413.873,5355.0,0.84,0.88,-0.40452,4.54,-0.01,Unknown,Unknown,Main_Sequence_Cool,1,2
2292,Kepler-1643,341.774,4916.0,0.855,0.845,-0.47156,4.502,-0.01,Unknown,Unknown,Main_Sequence_Cool,1,1
2293,Kepler-1644,629.27,5499.0,0.86,0.89,-0.215,4.53,-0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2294,Kepler-1645,1202.47,5812.0,1.02,1.02,0.33586,4.43,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2295,Kepler-1646,127.591,3299.0,0.26,0.24,-1.77984,5.01,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2296,Kepler-1647,1212.45,6210.0,1.7903,1.2207,0.64425,4.018,-0.14,Unknown,Unknown,Main_Sequence_Hot,2,1
2297,Kepler-1649,92.1913,3240.0,0.2317,0.1977,-2.28735,5.004,-0.15,Unknown,Unknown,Main_Sequence_Cool,1,2
2298,Kepler-165,560.885,5211.0,0.77,0.746,-0.4723,4.542,-0.25,Unknown,Unknown,Main_Sequence_Cool,1,2
2299,Kepler-1650,134.397,3410.0,0.334,0.326,-1.871,4.85873,-0.11,Unknown,Unknown,Main_Sequence_Cool,1,1
2300,Kepler-1651,66.4074,3713.0,0.503,0.522,-1.368,4.843,-0.16,Unknown,Unknown,Main_Sequence_Cool,2,1
2301,Kepler-1652,252.0,3638.0,0.382,0.404,-1.638,4.878,-0.3,Unknown,Unknown,Main_Sequence_Cool,1,1
2302,Kepler-1653,755.0,4807.0,0.693,0.719,-0.636,4.618,-0.18,Unknown,Unknown,Main_Sequence_Cool,1,1
2303,Kepler-1654,568.117,5597.0,1.179,1.011,0.08991,4.3001,-0.088,G5 V,G,Main_Sequence_Cool,1,1
2304,Kepler-1655,213.26,6148.0,1.03,1.03,0.14315,4.416,-0.24,G0 V,G,Main_Sequence_Hot,1,1
2305,Kepler-1656,185.875,5569.0,1.1,1.03,0.02083,4.40025,0.19,Unknown,Unknown,Main_Sequence_Cool,1,2
2306,Kepler-166,603.53,5413.0,0.742,0.811,-0.38508,4.619,-0.08,Unknown,Unknown,Main_Sequence_Cool,1,3
2307,Kepler-1660 A,1188.54,6305.24,1.491,1.1366,0.66823,4.32,-0.36,F7 V,F,Main_Sequence_Hot,2,1
2308,Kepler-1661,410.607,5100.0,0.762,0.841,-0.51299,4.66,-0.12,K,K,Main_Sequence_Cool,2,1
2309,Kepler-1663,337.926,3844.0,0.62859,0.610816,-1.10944,4.62724,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2310,Kepler-1664,626.691,5735.81,1.072,0.944,0.0501,4.353,0.3698,Unknown,Unknown,Main_Sequence_Cool,1,1
2311,Kepler-1665,335.515,5049.84,0.777785,0.842,-0.45048,4.58166,-0.013,Unknown,Unknown,Main_Sequence_Cool,1,1
2312,Kepler-1666,1379.37,6293.0,1.14586,1.23,0.26839,4.40971,-0.2,Unknown,Unknown,Main_Sequence_Hot,1,2
2313,Kepler-1667,626.819,5941.54,1.08751,1.09,0.12316,4.40263,-0.2603,Unknown,Unknown,Main_Sequence_Cool,1,1
2314,Kepler-1668,1335.64,5542.0,1.01738,0.98,-0.05567,4.41433,0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
2315,Kepler-1669,543.444,4224.0,0.603,0.609,-0.80265,4.662,-0.2,Unknown,Unknown,Main_Sequence_Cool,1,3
2316,Kepler-167,341.908,4884.0,0.749,0.777,-0.5391,4.579,0.02,K4,K,Main_Sequence_Cool,2,4
2317,Kepler-1670,2065.98,5838.0,1.51889,1.05,0.3828,4.0962,-0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
2318,Kepler-1671,357.059,5135.55,0.929771,0.866,-0.26621,4.43883,0.2502,Unknown,Unknown,Main_Sequence_Cool,1,1
2319,Kepler-1672,391.181,6131.95,1.08841,1.16,0.17867,4.42894,-0.25,Unknown,Unknown,Main_Sequence_Hot,1,1
2320,Kepler-1673,727.187,6014.95,1.13166,1.11,0.17906,4.37596,0.228,Unknown,Unknown,Main_Sequence_Hot,1,1
2321,Kepler-1674,1012.48,5473.91,0.877273,0.96,-0.20584,4.53407,0.0562,Unknown,Unknown,Main_Sequence_Cool,1,1
2322,Kepler-1675,651.117,5853.19,1.12865,1.06,0.12938,4.35826,0.2537,Unknown,Unknown,Main_Sequence_Cool,1,1
2323,Kepler-1676,,5878.3,1.06066,1.07,0.0835,4.471,0.135,Unknown,Unknown,Main_Sequence_Cool,1,1
2324,Kepler-1677,735.369,6013.72,1.24959,1.11,0.2648,4.28986,0.108,Unknown,Unknown,Main_Sequence_Hot,1,1
2325,Kepler-1678,847.339,5754.0,0.834976,1.03,-0.16208,4.60756,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2326,Kepler-1679,909.28,5501.0,0.873196,0.96,-0.20132,4.53812,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2327,Kepler-168,1343.6,6282.0,1.107,1.113,0.36071,4.422,0.09,Unknown,Unknown,Main_Sequence_Hot,1,2
2328,Kepler-1680,310.315,5021.0,0.723259,0.834,-0.52356,4.64065,-0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
2329,Kepler-1681,758.3,5756.4,0.759,0.893,-0.2933,4.538,0.1064,Unknown,Unknown,Main_Sequence_Cool,1,1
2330,Kepler-1682,1159.85,5619.12,0.842301,0.99,-0.1957,4.58277,-0.048,Unknown,Unknown,Main_Sequence_Cool,1,1
2331,Kepler-1683,733.143,5429.0,0.900327,0.95,-0.19763,4.50699,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2332,Kepler-1684,621.996,4706.54,0.666755,0.75,-0.70657,4.6652,0.1267,Unknown,Unknown,Main_Sequence_Cool,1,1
2333,Kepler-1685,1141.89,5484.0,0.835451,0.96,-0.24507,4.5765,0.21,Unknown,Unknown,Main_Sequence_Cool,1,1
2334,Kepler-1686,729.823,5714.96,1.19951,1.02,0.14075,4.28866,0.0775,Unknown,Unknown,Main_Sequence_Cool,1,1
2335,Kepler-1687,417.014,4132.0,0.726119,0.65,-0.85865,4.52897,-0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2336,Kepler-1688,567.44687087,4632.11,0.746,0.814,-0.636,4.6,-0.046,Unknown,Unknown,Main_Sequence_Cool,1,1
2337,Kepler-1689,294.122,5731.43,0.996208,1.023,-0.01555,4.45124,-0.1455,Unknown,Unknown,Main_Sequence_Cool,1,1
2338,Kepler-169,406.529,4997.0,0.763,0.825,-0.49611,4.582,0.17,Unknown,Unknown,Main_Sequence_Cool,1,5
2339,Kepler-1690,703.789,5404.0,0.862346,0.94,-0.24308,4.53983,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2340,Kepler-1691,1267.67,6000.0,1.13152,1.11,0.17462,4.37607,0.16,Unknown,Unknown,Main_Sequence_Hot,1,1
2341,Kepler-1692,591.019,5146.0,0.866139,0.87,-0.32425,4.50241,0.36,Unknown,Unknown,Main_Sequence_Cool,1,1
2342,Kepler-1693,760.065,5492.67,0.9881475000000001,0.9455,-0.21808,4.4292549999999995,0.093,Unknown,Unknown,Main_Sequence_Cool,1,2
2343,Kepler-1694,513.329,4954.0,0.756284,0.82,-0.50811,4.59451,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2344,Kepler-1695,791.175,5473.19,0.987155,0.96,-0.10357,4.43157,-0.0347,Unknown,Unknown,Main_Sequence_Cool,1,1
2345,Kepler-1696,1506.36,5712.0,1.19811,1.02,0.13884,4.28968,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2346,Kepler-1697,247.771,4681.53,0.772344,0.747,-0.58813,4.53577,0.0341,Unknown,Unknown,Main_Sequence_Cool,1,1
2347,Kepler-1698,222.345,4975.03,0.741698,0.822,-0.51767,4.61249,0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
2348,Kepler-1699,818.759,5575.53,0.725,0.81,-0.339,4.618,0.225,Unknown,Unknown,Main_Sequence_Cool,1,1
2349,Kepler-17,720.753,5781.0,1.01034,1.04,0.01164,4.44616,0.26,G2 V,G,Main_Sequence_Cool,1,1
2350,Kepler-170,738.657,5679.0,1.035,1.066,-0.05453,4.445,0.39,Unknown,Unknown,Main_Sequence_Cool,1,2
2351,Kepler-1700,717.597,6031.0,1.0937,1.12,0.15405,4.40949,0.07,Unknown,Unknown,Main_Sequence_Hot,1,1
2352,Kepler-1701,584.142,5146.0,0.840217,0.87,-0.35064,4.5288,0.03,Unknown,Unknown,Main_Sequence_Cool,1,1
2353,Kepler-1702,857.14,5093.0,0.725742,0.85,-0.49585,4.64592,-0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2354,Kepler-1704,835.455,5746.0,1.697,1.132,0.45179,4.031,0.196,Unknown,Unknown,Main_Sequence_Cool,1,1
2355,Kepler-1705,1633.49,6312.0,1.259,1.139,0.35411,4.298,-0.2,Unknown,Unknown,Main_Sequence_Hot,1,2
2356,Kepler-1708,1666.69,6157.0,1.117,1.088,0.182,4.37,0.0,Unknown,Unknown,Main_Sequence_Hot,1,1
2357,Kepler-1709,273.946,5918.0,1.043,1.003,0.11547,4.403,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2358,Kepler-171,863.855,5642.0,0.839,0.978,-0.07917,4.566,0.17,Unknown,Unknown,Main_Sequence_Cool,1,3
2359,Kepler-1710,305.193,5650.0,0.899,0.932,-0.14261,4.5,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2360,Kepler-1711,590.268,5706.0,1.034,0.94,0.00966,4.382,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2361,Kepler-1712,156.264,3732.0,0.509,0.515,-1.17916,4.736,0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2362,Kepler-1713,295.293,6477.0,1.459,1.3,0.48598,4.224,0.1,Unknown,Unknown,Main_Sequence_Hot,1,1
2363,Kepler-1714,409.46,6150.0,2.086,1.448,0.76008,3.96,0.22,Unknown,Unknown,Subgiant,1,1
2364,Kepler-1715,522.605,6212.0,1.209,1.082,0.41691,4.309,-0.04,Unknown,Unknown,Main_Sequence_Hot,1,1
2365,Kepler-1716,195.439,4894.0,0.684,0.753,-0.62363,4.637,-0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2366,Kepler-1717,1008.79,6200.0,1.64,1.158,0.59298,4.072,-0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
2367,Kepler-1718,375.522,5731.0,0.906,0.846,-0.0399,4.451,-0.32,Unknown,Unknown,Main_Sequence_Cool,1,1
2368,Kepler-1719,905.406,5687.0,1.775,1.08,0.52557,3.973,0.04,Unknown,Unknown,Subgiant,1,1
2369,Kepler-172,828.592,5526.0,1.085,1.081,-0.03187,4.375,0.39,Unknown,Unknown,Main_Sequence_Cool,1,4
2370,Kepler-1720,629.445,5573.0,0.839,0.939,-0.33619,4.562,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2371,Kepler-1721,641.374,5351.0,0.796,0.89,-0.40675,4.582,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2372,Kepler-1722,772.283,5506.0,0.788,0.876,-0.16963,4.584,-0.2,Unknown,Unknown,Main_Sequence_Cool,1,1
2373,Kepler-1723,811.278,6072.0,1.01,0.96,0.03393,4.411,-0.3,Unknown,Unknown,Main_Sequence_Hot,1,1
2374,Kepler-1724,1060.77,6092.0,0.943,1.016,0.05537,4.496,-0.22,Unknown,Unknown,Main_Sequence_Hot,1,1
2375,Kepler-1725,558.652,6020.0,1.085,1.049,0.19852,4.389,0.0,Unknown,Unknown,Main_Sequence_Hot,1,1
2376,Kepler-1726,390.552,5316.0,0.804,0.876,-0.36975,4.57,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2377,Kepler-1727,894.187,5349.0,0.82,0.824,-0.25065,4.526,-0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
2378,Kepler-1728,651.783,5170.0,0.807,0.891,-0.41612,4.574,0.18,Unknown,Unknown,Main_Sequence_Cool,1,1
2379,Kepler-1729,576.181,3837.0,0.517,0.544,-0.66329,4.747,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2380,Kepler-173,833.165,6031.0,0.949,1.067,0.07365,4.404,0.0357,Unknown,Unknown,Main_Sequence_Hot,1,2
2381,Kepler-1730,1427.08,5942.0,1.142,1.009,0.07455,4.327,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2382,Kepler-1731,169.948,4859.0,0.72,0.781,-0.59961,4.612,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2383,Kepler-1732,1289.41,5821.0,1.494,1.043,0.29575,4.108,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2384,Kepler-1733,2080.51,6320.0,1.252,1.273,0.42985,4.347,0.24,Unknown,Unknown,Main_Sequence_Hot,1,1
2385,Kepler-1734,1482.83,6061.0,0.97,1.05,0.14406,4.486,-0.1,Unknown,Unknown,Main_Sequence_Hot,1,1
2386,Kepler-1735,245.303,3975.0,0.509,0.535,-1.19302,4.753,-0.34,Unknown,Unknown,Main_Sequence_Cool,1,1
2387,Kepler-1736,1430.0,6085.0,0.973,0.976,0.40206,4.451,-0.28,Unknown,Unknown,Main_Sequence_Hot,1,1
2388,Kepler-1737,,5043.0,0.881,0.834,-0.344,4.47,0.3,Unknown,Unknown,Main_Sequence_Cool,1,1
2389,Kepler-1738,1302.87,6063.0,1.001,1.079,-0.00542,4.47,-0.02,Unknown,Unknown,Main_Sequence_Hot,1,1
2390,Kepler-1739,783.666,5757.0,0.762,0.865,-0.14011,4.597,-0.5,Unknown,Unknown,Main_Sequence_Cool,1,1
2391,Kepler-174,384.757,4880.0,0.622,0.602,-0.5704,4.679,-0.56,Unknown,Unknown,Main_Sequence_Cool,1,3
2392,Kepler-1740,1061.77,5705.0,0.905,0.943,-0.07942,4.499,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2393,Kepler-1741,270.739,3683.0,0.424,0.454,-1.24232,4.84,-0.22,Unknown,Unknown,Main_Sequence_Cool,1,1
2394,Kepler-1742,669.573,5776.0,0.849,0.939,-0.18376,4.554,-0.18,Unknown,Unknown,Main_Sequence_Cool,1,1
2395,Kepler-1743,538.807,5855.0,1.613,1.266,0.59938,4.125,0.4,Unknown,Unknown,Main_Sequence_Cool,1,1
2396,Kepler-1744,1091.63,5986.0,0.85,0.886,-0.09777,4.527,-0.5,Unknown,Unknown,Main_Sequence_Cool,1,1
2397,Kepler-1745,996.105,5611.0,1.4,0.995,0.00651,4.144,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2398,Kepler-1746,979.541,6018.0,1.286,1.09,0.496,4.257,0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
2399,Kepler-1747,1321.38,5477.0,0.865,0.983,-0.20529,4.557,0.21,Unknown,Unknown,Main_Sequence_Cool,1,1
2400,Kepler-1748,1083.28,5774.0,0.864,0.916,-0.34954,4.526,-0.22,Unknown,Unknown,Main_Sequence_Cool,1,1
2401,Kepler-1749,268.2,3957.0,0.553,0.551,-0.94989,4.693,-0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2402,Kepler-175,1312.34,6064.0,1.01,0.969,0.19402,4.472,0.04,Unknown,Unknown,Main_Sequence_Hot,1,2
2403,Kepler-1750,1497.33,5644.0,0.969,0.981,0.06117,4.457,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2404,Kepler-1751,1291.47,6052.0,0.967,0.974,0.03608,4.456,-0.26,Unknown,Unknown,Main_Sequence_Hot,1,1
2405,Kepler-1752,962.888,5446.0,0.821,0.824,-0.39819,4.525,-0.2,Unknown,Unknown,Main_Sequence_Cool,1,1
2406,Kepler-1753,707.688,5180.0,0.769,0.86,-0.55992,4.597,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2407,Kepler-1754,718.945,4723.0,0.747,0.734,-0.61192,4.557,0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
2408,Kepler-1755,982.383,6086.0,0.921,1.003,0.27353,4.511,-0.26,Unknown,Unknown,Main_Sequence_Hot,1,1
2409,Kepler-1756,,4915.0,0.812,0.781,-0.459,4.512,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2410,Kepler-1757,807.308,5288.0,0.74,0.828,-0.36941,4.613,-0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2411,Kepler-1758,1588.41,5557.0,1.616,1.035,0.48544,4.037,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2412,Kepler-1759,385.348,5017.0,0.797,0.76,-0.56331,4.516,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2413,Kepler-176,527.321,5232.0,0.891,0.86,-0.40427,4.474,0.13,Unknown,Unknown,Main_Sequence_Cool,1,4
2414,Kepler-1760,,5229.0,0.903,0.821,-0.26,4.441,0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
2415,Kepler-1761,221.186,3871.0,0.532,0.573,-1.1701,4.744,0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
2416,Kepler-1762,1663.74,6572.0,1.238,1.298,0.33126,4.365,0.07,Unknown,Unknown,Main_Sequence_Hot,1,1
2417,Kepler-1763,756.486,5897.0,1.259,1.026,0.27421,4.25,0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2418,Kepler-1764,1542.48,6461.0,1.131,1.162,0.41465,4.396,-0.14,Unknown,Unknown,Main_Sequence_Hot,1,1
2419,Kepler-1765,764.456,5692.0,1.064,0.946,-0.136,4.36,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2420,Kepler-1766,501.229,5868.0,1.042,0.915,0.17488,4.363,-0.22,Unknown,Unknown,Main_Sequence_Cool,1,1
2421,Kepler-1767,820.506,5243.0,0.831,0.887,-0.50273,4.547,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2422,Kepler-1768,632.766,6050.0,1.572,1.24,0.28665,4.137,0.14,Unknown,Unknown,Main_Sequence_Hot,1,1
2423,Kepler-1769,438.412,6071.0,1.295,1.061,0.21523,4.239,-0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
2424,Kepler-177,1435.44,5732.0,1.324,0.921,0.24,4.1,-0.11,Unknown,Unknown,Main_Sequence_Cool,1,2
2425,Kepler-1770,582.942,5602.0,1.009,0.941,-0.2091,4.404,0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2426,Kepler-1771,565.752,5661.0,0.934,0.941,-0.0924,4.471,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2427,Kepler-1772,871.564,5541.0,0.934,0.942,0.47201,4.472,0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
2428,Kepler-1773,681.255,6183.0,1.3,1.241,0.40462,4.301,0.26,Unknown,Unknown,Main_Sequence_Hot,1,1
2429,Kepler-1774,816.592,6214.0,1.122,1.101,0.19049,4.382,-0.02,Unknown,Unknown,Main_Sequence_Hot,1,1
2430,Kepler-1775,657.023,5818.0,1.647,1.149,0.24607,4.065,0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2431,Kepler-1776,690.336,5872.0,1.153,1.041,0.16391,4.332,0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2432,Kepler-1777,619.146,5771.0,1.068,0.984,-0.03321,4.374,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2433,Kepler-1778,1276.29,6310.0,1.095,1.143,0.0978,4.417,-0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
2434,Kepler-1779,908.501,5730.0,1.056,1.008,-0.04999,4.394,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2435,Kepler-178,716.025,5676.0,1.066,0.852,-0.20778,4.334,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,3
2436,Kepler-1780,790.516,5403.0,0.868,0.868,-0.2166,4.5,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2437,Kepler-1781,962.63,5568.0,0.957,1.053,-0.36088,4.499,0.44,Unknown,Unknown,Main_Sequence_Cool,1,1
2438,Kepler-1782,305.792,4931.0,0.734,0.794,-0.55623,4.605,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2439,Kepler-1783,264.078,5129.0,1.781,0.887,-0.45102,3.884,-0.16,Unknown,Unknown,Subgiant,1,1
2440,Kepler-1784,883.045,5442.0,0.974,0.887,-0.12103,4.409,0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2441,Kepler-1785,745.74,5618.0,0.996,0.911,0.00308,4.401,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2442,Kepler-1786,863.909,5808.0,1.397,1.058,0.15863,4.172,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2443,Kepler-1787,778.602,6060.0,0.925,1.008,-0.0984,4.509,-0.22,Unknown,Unknown,Main_Sequence_Hot,1,1
2444,Kepler-1788,560.445,4786.0,0.704,0.686,-0.61055,4.579,-0.2,Unknown,Unknown,Main_Sequence_Cool,1,1
2445,Kepler-1789,611.461,5436.0,0.888,0.92,-0.23129,4.505,0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
2446,Kepler-179,605.68,5302.0,0.759,0.893,-0.27765,4.613,0.12,Unknown,Unknown,Main_Sequence_Cool,1,2
2447,Kepler-1790,1070.17,5866.0,1.367,1.02,0.38334,4.175,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2448,Kepler-1791,602.218,5887.0,1.177,0.985,0.176,4.29,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2449,Kepler-1792,601.029,5229.0,1.005,0.878,-0.50826,4.378,0.32,Unknown,Unknown,Main_Sequence_Cool,1,1
2450,Kepler-1793,1189.88,5191.0,0.764,0.85,-0.23389,4.597,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2451,Kepler-1794,561.229,5052.0,0.816,0.773,-0.6106,4.503,0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2452,Kepler-1795,,4500.0,0.688,0.768,-0.757,4.638,0.28,Unknown,Unknown,Main_Sequence_Cool,1,1
2453,Kepler-1796,825.883,6036.0,0.949,1.018,0.11795,4.491,-0.16,Unknown,Unknown,Main_Sequence_Hot,1,1
2454,Kepler-1797,1338.49,6244.0,1.009,1.069,0.06183,4.46,-0.2,Unknown,Unknown,Main_Sequence_Hot,1,1
2455,Kepler-1798,395.196,3967.0,0.587,0.593,-0.95681,4.674,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2456,Kepler-1799,2254.69,5831.0,0.921,1.016,0.31428,4.517,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2457,Kepler-18,433.047,5345.0,1.108,0.972,-0.031,4.31,0.19,Unknown,Unknown,Main_Sequence_Cool,1,3
2458,Kepler-180,695.65,5731.0,1.063,0.95,-0.13204,4.343,0.03,Unknown,Unknown,Main_Sequence_Cool,1,2
2459,Kepler-1800,350.455,5343.0,2.506,1.33,-0.18759,3.764,0.08,Unknown,Unknown,Subgiant,1,1
2460,Kepler-1801,839.332,5738.0,0.981,0.936,-0.22269,4.426,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,2
2461,Kepler-1802,636.694,4245.0,0.637,0.649,-0.925,4.641,0.0,Unknown,Unknown,Main_Sequence_Cool,1,2
2462,Kepler-1804,434.456,5109.0,1.671,0.929,-0.51152,3.96,0.1,Unknown,Unknown,Subgiant,1,1
2463,Kepler-1805,221.639,3867.0,0.552,0.581,-1.17695,4.718,0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2464,Kepler-1806,978.066,5311.0,0.788,0.884,-0.43504,4.588,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2465,Kepler-1807,1299.32,6455.0,1.496,1.087,0.60255,4.125,-0.36,Unknown,Unknown,Main_Sequence_Hot,1,1
2466,Kepler-1808,1022.01,5530.0,0.892,0.773,-0.06242,4.425,-0.34,Unknown,Unknown,Main_Sequence_Cool,1,1
2467,Kepler-1809,409.602,4901.0,0.716,0.807,-0.47061,4.618,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2468,Kepler-181,609.283,5333.0,0.749,0.81,-0.37878,4.619,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,2
2469,Kepler-1810,1009.87,5492.0,1.016,0.921,-0.15834,4.389,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2470,Kepler-1811,1390.56,5561.0,1.19,0.946,0.1541,4.263,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2471,Kepler-1812,1409.19,6174.0,1.103,1.162,0.27988,4.417,0.1,Unknown,Unknown,Main_Sequence_Hot,1,1
2472,Kepler-1813,,5167.0,0.787,0.812,-0.4,4.555,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2473,Kepler-1814,726.346,4922.0,0.823,0.79,-0.50574,4.505,0.2,Unknown,Unknown,Main_Sequence_Cool,1,2
2474,Kepler-1815,1006.63,5516.0,0.967,0.856,-0.03006,4.399,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2475,Kepler-1816,437.823,5051.0,0.706,0.786,-0.53145,4.628,-0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2476,Kepler-1817,748.569,5316.0,0.915,0.878,-0.38044,4.459,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2477,Kepler-1818,1034.59,6047.0,1.129,1.021,0.261,4.343,-0.08,Unknown,Unknown,Main_Sequence_Hot,1,1
2478,Kepler-1819,1363.19,6090.0,1.071,1.173,0.0865,4.447,0.21,Unknown,Unknown,Main_Sequence_Hot,1,1
2479,Kepler-182,1549.09,6250.0,1.146,1.114,0.34366,4.401,0.072,Unknown,Unknown,Main_Sequence_Hot,1,2
2480,Kepler-1820,1425.39,5841.0,0.931,1.047,-0.02202,4.52,0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
2481,Kepler-1821,799.699,5475.0,0.884,0.946,-0.12374,4.521,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2482,Kepler-1822,897.597,5165.0,0.702,0.782,-0.28559,4.633,-0.32,Unknown,Unknown,Main_Sequence_Cool,1,1
2483,Kepler-1823,724.971,6000.0,1.126,1.068,0.28744,4.363,0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
